Query|Document
02/11/22 avoid Carpal Tunnel Syndrome|The carpal tunnel is a passageway in the wrist through which nerves and tendons pass into the hand. Carpal Tunnel Syndrome, CTS, is a painful condition caused by a pinched nerve in the tunnel Written 01/11/22 
03/07/47 entertain Smokers as a Non Smoker| published 02/19/47 hosting guests for a party or other occasion can bring many different challenges. One of them may be entertaining smokers, especially if you don�t smoke.
Visit Friends That Smoke when You Are a Non Smoker 2027 January|If you're a non-smoker who has trouble being around cigarette smoke, you may find it hard to bring the topic up when you're visiting someone. On the other hand, maybe you've recently quit smoking, and you want to make sure you stick to quitting released 03/15/2027 
Relieve a Pesky Night Time/Smoker's Cough 03/9/20| Created 04/09/20 you may have experienced a frustrating cough or painful sore throat before. If you know what it's like to lie awake and cough through 'til the early hours of the morning, it's easy to see why so many tired and desperate people trawl through articles on the internet looking for a home remedy that will help them stop coughing long enough to fall asleep.
07/05/25 minimize Lung Cancer Risk Without Medicine| created 08/23/25 if you have quit smoking, or are thinking about quitting smoking, and are concerned about your lung health, there are natural ways that reduce your risk of developing lung cancer, including verified methods that are backed up by science, and some unverified methods that have not been scientifically proven to be effective, yet may help you.
Protect Your Kids from Secondhand Smoke 08/3/47| written 08/15/47 cigarette smoke contains around 4,000 chemicals, a number of which are known carcinogens,  [1]   and is related to a range of illnesses such as asthma, chronic obstructive pulmonary disease, cancer, and heart disease.
2/14/33 heal Painful Wounds and Charges from the Past|In varying degrees, many people have some emotional wounding from childhood or at an early stage in adulthood. It might be an event, a person, or a memory that created a cluster of pain and beliefs surrounding that pain published 03/02/33 
Get Over Resentment 09/23/04| posted 09/10/04 carrying resentment is like drinking poison and expecting the other person to suffer: you only poison yourself. While you may feel completely justified in your feelings and the person may have truly hurt you deeply, resentment is best when let go.
Deal With Smokers when You Are a Non Smoker 6/26/29| Created 06/09/29 those of us from largely non-smoking states like California, Utah, or Connecticut may have a difficult time when visiting other states or other countries where  smoking  is more prevalent.
03/03/38 give Someone a Guilt Trip|The act of guilt tripping another person, what could also be considered shaming them into changing their actions, can be accomplished a number of ways Posted 01/16/38 
Get Over It 3/3/40| Published 03/28/40 it can be hard to get over hurtful events or situations, especially when we can�t help but dwell on the pain, frustration, or resentment that stems from them.
Get a Woman to Forgive You 5/6/50| released 05/27/50 in all relationships with women � mom, sister, daughter, partner/spouse, friend, or colleague � conflict will occur at some point and asking for forgiveness will not be too far behind.
Get a Guy to Forgive You (for Girls) 06/4/23|Apologizing can be hard, especially if you've done something you really regret. Nonetheless, if you're in a relationship with a guy, you can do some things to help him to forgive you created 04/09/23 
8/7/15 forgive Someone|Forgiving someone who has hurt or betrayed you is one of hardest things you'll ever do. However, learning how to forgive is necessary if you want to rebuild your relationship with someone, or simply forget about the past and move on with your life Published 08/22/15 
Forgive Yourself After Hurting Someone 10/01/24| Posted 08/13/24 you may be feeling guilty or remorseful for hurting someone. While it is important to take responsibility for your actions, remember that no one is perfect.
November '31 forgive Someone Who Lied to You|It can be hard to forgive a person who lied to you. It takes some reflection, problem-solving, a good deal of communication with the person who did wrong to you, and finally, a leap of faith published 09/23/2031 
09/14/06 forgive for Your Own Mental Health| Published 09/02/06 hanging onto a grudge doesn�t hurt the person who wronged you. Rather, it only hurts you. Bearing this burden has severe emotional and physical effects that you may find take a toll on your overall happiness and your sanity.
02/26/22 forgive Emotional Cheating|Emotional infidelity (cheating) differs from regular infidelity in that you may not have a sexual relationship with someone when you have an emotional affair written 02/06/22 
Forgive Using Meditation 2026 Monsoon| Posted 05/01/2026 many people find it hard to forgive others. But holding on to bitterness and anger is harmful to you and serves no purpose. The act of forgiving is often made more difficult, if not impossible, when approached from an intellectual, �logical� manner of thinking.
2/21/35 get Rid of Sinus Congestion| Published 02/07/35 nasal congestion is caused when something irritates and inflames the nasal tissues, including infections (like colds, the flu or sinusitis), allergies and other irritants (such as smoke), or chronic conditions like nonallergic rhinitis.
05/1/35 find Out if You Have a Sinus Infection|A sinus infection, also known as sinusitis, is a very common upper respiratory tract infection that infects millions of people every year. It occurs when the membranes of the paranasal sinuses, which are the small air-filled spaces located within the skull around your nose, become inflamed written 04/01/35 
'18 New Year's feel Better with a Sinus Infection| Published 12/07/2017 when you're suffering from a sinus infection, you may have an aching head, sore throat, and congested nose. These symptoms make it difficult to carry on with your life.
02/7/05 distinguish Sinusitis from Similar Conditions| Written 03/03/05 it is often difficult to decide if you have a cold, allergies, or sinusitis. Sinusitis can be viral or bacterial and often accompanies colds. You can also have allergic sinusitis in conjunction with your allergies.
01/29/24 decongest Naturally| written 02/01/24 nasal congestion usually occurs when you have a cold, flu, allergies, or in some cases a lung disease. This condition causes inflammation in the nasal passages, constriction in the airways of your lungs, or excessive, dry mucus that blocks air from flowing.
4/09/03 decongest Your Nose| written 04/27/03 nasal congestion or a �stuffy nose� occurs when our nasal tissues and blood vessels become swollen with fluid (mucus). The most common symptom of nasal congestion is nasal discharge or a �runny nose.�
07/04/48 cure Nasal Polyps| Written 07/18/48 nasal polyps are soft, non-cancerous growths that can form inside your sinuses and nose. While they might not be painful, they can grow larger and block your airways, making it harder for you to breathe and smell.
Clear Nasal Congestion Quickly 2035 Mar|"Nasal congestion or ""stuffy nose"" occurs when tissues and blood vessels in your nasal passageways and sinuses become swollen with excess fluid/mucus Published 05/13/2035 "
5/23/10 clear a Baby's Stuffy Nose|A stuffy nose will make for a miserable baby who has difficulty eating and sleeping. And since babies don�t know how sneeze or blow their nose, you�ll have to use other methods to clear the mucus from their nasal passages, such as saline drops, nasal aspirators, or humidity Released 05/08/10 
4/16/18 clear Nasal Congestion|Nasal congestion occurs when a cold or allergies cause the nasal cavity to swell and mucus to build, making it tougher to breathe. Nasal congestion can be more than merely annoying; it can be downright debilitating released 04/27/18 
Clean Your Nostrils 7/23/27| Written 06/25/27 when your nose can becomes congested, it can become to breathe properly. You can clean your nostrils effectively using a nasal spray or a nasal wash.
Develop a Plan to Manage Stress 5/09/46| Posted 06/06/46 stress is often a common feeling in many people's lives. If not dealt with accordingly, stress can feel like it is taking over your life and can even affect your physical health.
Deal with Stress in College New Year's 2023|Many, many students deal with stress in college -- whether it be because of social anxiety, thinking they won't be able to graduate, etc. However, did you know that being stressed can make you sick Released 11/22/2022 
07/10/17 deal with Stress in Acting Auditions|Auditions are the most stressful part of acting; you can get really worked up during them. If you want to know how to avoid stress during auditions, then read on! published 06/03/17 
Clean a Neti Pot 8/12/25|Neti pots are useful little tools for clearing out stuffy, congested sinuses. If used incorrectly, however, they can cause irritation or even infection Published 06/14/25 
07/12/02 dance to Relieve Stress|There are many studies confirming what many people already know: Dancing is a great stress reliever,  [1]   and also has been proven to help decrease depression and anxiety Posted 09/02/02 
Deal With Too Much Stress 9/25/38| published 10/06/38  Do you ever get really stressed out? Well, here are a few ways to deal with stress and make it go away the easiest way. 
4/3/03 deal With Exam Stress| Released 03/08/03 exams are a crucial part of education and the source of stress for many students. In order to avoid crippling anxiety from these pesky evaluations, it is important to approach them with a clear mind and an understanding of how to deal with stressful situations more broadly.
08/27/06 destress in 10 Minutes|Everyone has to deal with stress in life. It might be work related, family, social stress, environmental stress, or health issues. Letting stress build up in your life can have negative effects on your emotional, physical, and mental health Created 08/02/06 
10/05/01 combat Stress with Good Nutrition|Eating junk food can put a serious stress on your physical health. Eating a healthy diet can help to relieve these stresses. At the same time, eating foods that are good for you can also help to combat psychological stress posted 09/07/01 
Calm Stress 11/24/18|Stress is a common side effect to worry or anxiety. When things aren't going well, or something isn't quite right, you might start to feel stressed released 11/01/18 
Combat SAT and ACT Stress 04/8/29|When you�re a high school student trying to get into your first-choice college, taking the SAT or ACT exams is going to cause you stress. Even if you read about how many colleges are placing less emphasis on SAT/ACT scores, there simply is a good deal riding on one (or both) of these exams published 03/22/29 
Choose a Path to Health and Happiness 2 months ago current date:06/20/21|Stress is bad for your mind and health. To be happy and healthy, it is best to have as little stress in your life as possible. Here are a few steps to lead a long, happy life Posted 06/11/21 
12/12/45 calm Down After a Stressful Experience|You may have trouble calming down after a stressful experience. If your mind and body are unsettled, you may not be able to easily move on and relax Created 11/12/45 
10/7/23 cope with Stress in a Monologue Audition| posted 09/20/23 any actor or actress will have to audition in his/hers lifetime. In the setting of an audition, the first audition usually has to do with one pre-selecting a monologue from a published work and performing it in front of one or many auditors.
Control Stress 05/7/30| Released 03/16/30 sometimes, stress can be good. It helps us act when we otherwise might be paralyzed, spurring us to overcome obstacles. But chronic stress in everyday situations can be harmful to your health and psyche.
Communicate More in Times of Stress 06/04/46| Published 06/26/46 it can be difficult to communicate effectively during stressful times. However, being able to communicate more often and well will allow you to manage the stressful situation better and help others deal with it, too.
Breathe when Stressed 07/2/30| released 05/13/30 when stressed, you may have some troubles concentrating or even sleeping. If you�re in an exam, or at work, you can always take a minute to breathe to reduce your stress without anyone knowing what you are doing.
10/09/16 hide Sadness|If you often feel sad but feel the need to hide it, whether for work or socializing, there are ways to maintain composure despite feeling blue. Your body language and expression can help you look happier to those around you Released 11/09/16 
Help Someone Who Is Grieving 2003 November|Loss is a fact of life, but it's never easy to cope with in the aftermath. Grief can occur after a number of painful life events - death, divorce, or other major life losses created 12/26/2003 
Help Melancholic People 9/06/20|"Melancholia refers to a person in a state of depression or simply feeling ""down"" for an extended period of time. This article provides suggestions for helping to comfort a melancholic and speeding his or her recovery created 10/04/20 "
03/09/50 help a Child Handle Father's Day After a Father's Death|After the death of a father, children do not know what to do with the emotions and empty feelings that come on Father's Day. Their friends may have plans with their fathers, and the topic may make them sad and uncomfortable posted 03/21/50 
Grieve and Move On November 2043| published 09/14/2043 grief is an emotion that most people will have to cope with during their lives. Everyone experiences grief differently, and it can be caused by a wide array of experiences.
03/16/46 be a Professional Stress Buster Using Yoga| Published 02/16/46 a stress buster is an individual or a professional who can help people to come out of the stress conditions mentally, physically and psychologically.
Handle Anticipatory Grief 8/26/03|You might feel anticipatory grief if someone you love is sick or seriously ill. You may grieve as someone begins to deteriorate or you might experience grief as you notice the loss of the person in your life released 09/03/03 
Get Happy when You're Sad 2/01/48| created 03/03/48 everyone feels sad sometimes. In many cases, sadness is a normal human reaction to different life changes and events. The good news is that everyone also has the capacity to feel happiness and that there are things you can do to unlock that capacity and feel better.
Forget Your Troubles 3/21/46| created 05/11/46 we�d all like to be more carefree, living joyous lives full of glee. The trouble is that we all have troubles. These nagging thoughts and worries can really bring us down.
01/31/11 get Rid of Homesickness|Homesickness is an inevitable part of moving away from home, especially for the first time. Still, the emotional distress associated with homesickness should be taken seriously Released 02/07/11 
01/18/19 get over Homesickness As an Aupair| Written 01/06/19 living in a foreign country as an au pair can be very difficult. You might have no friends, no family near by and might not even get along with the family you met.
Organize Your Belongings 01/06/30|Being organized  can be tough. It can take a lot of time to sort out a reasonable and maintainable organization system. Some basic tips can help as you try to get and keep your belongings organized written 01/28/30 
Organize a Tutor's Filing Cabinet 1/07/35|Private tutoring can be a big business in many areas around the world. Whether it's general math, language, science or foreign language skills, there are thriving markets for skilled professionals who have the qualifications, experience and skills to serve a community of students written 02/07/35 
6/3/39 manage Your Time in International Baccalaureate (IB)| Published 06/26/39 in the crazy world of IB, you are probably all wondering how to manage your time, deal with the stress, and keep from becoming a caffeine craving zombie.
Obey Curfew with a Girlfriend 10/31/42| Published 10/09/42 if you're like some people, obeying curfew isn't as easy as it may seem. Follow these simple steps to ensure maximum happiness and protection for you and your girlfriend!
1/4/08 manage Your Time As a Parent| written 02/10/08 becoming a parent opens the door to a whole new world of responsibilities, challenges, rewards, and emotions. What it doesn�t do is give you more time to fit all these new experiences and expectations into each day.
12/10/15 more Accurately Estimate the Time Needed for Tasks| written 12/28/15 to more accurately estimate the time needed for tasks, you�ll need to clearly identify each part of the task. Get more granular and identify the substeps of each part.
1/03/01 manage Tasks with Asana| Posted 01/22/01 asana is a powerful online tool for efficiently managing projects and tasks. It is especially useful for coordinating collaborative projects in teams and organizations.
Manage Time and Prioritise Work 9/29/40| released 09/13/40 finding the time to do all you need in a day can be tough if you�re unsure how to prioritise tasks. Too often we spend large amounts of time on tasks that have little impact when we should be putting all our energy into the tasks that are most valuable.
6/29/13 set Goals for Life|Most people have a dream in life, a vision of who or what they'd like to be in the future. At a minimum, everyone has interests and values that determine what they want out of their lives Published 07/12/13 
Manage Your Internet Leisure Activities 9/25/04| Sometimes you spend too much time on the computer chatting and playing games.  created 08/27/04 
02/01/11 realize Your True Potential| Written 02/12/11 every human being, regardless of race, sex, or any other characteristic, has the incredible capacity to realize their potential: to feel confident, joyful, and fulfilled.
Manage a Snow Day As a Working Parent 02/19/47|You just found out your kids have a snow day. Before the terror of unanticipated child care seeps in, talk to your partner and reach out to family, neighbors, and co-workers who may be able to help posted 03/08/47 
Make Time Spent Commuting by Car Efficient 05/04/41|The typical American spends an hour each day commuting to and from work.  [1]   With the right strategy, you can reduce your commute time. Even if you can�t, there�s no need to dread your commute or to spend your time cursing at traffic Written 06/18/41 
Persevere November of 2023| Created 09/02/2023 what's the key to perseverance? Putting one foot in front of the other will get you the finish line, but there are tools you can use to help you face down challenges, meet your goals and truly enjoy the process, rather than just getting by.
Overcome Passivity 7/02/24|Caring about the feelings of others is important; however, other people's needs should not always supersede your own. When you are overly passive then you allow other people to mistreat you and take advantage of your kindness written 07/20/24 
9/7/32 never Give Up|If you�re struggling to not give up, then it�s likely that you�ve had your fair share of challenges, adversity, and rejection. You may be tired of people telling you that �whatever kills you makes you stronger� and want to know how to stay positive and continue your drive to succeed Published 10/05/32 
Make It Through the Day After You Have Stayed up All Night 3/27/31| Posted 03/02/31 whether you pulled an all-nighter to study for a test or you're just a regular night owl, you may be wondering how you can make it through the day on little or no sleep.
02/28/12 make Decisions|We make decisions every day; everything we say and do is the result of a decision, whether we make it consciously or not. For every choice, big or small, there's no easy formula for making the right decision Written 02/01/12 
Keep a Life Changing Resolution 08/07/24| Written 09/05/24 at the beginning of each year, many people make a decision to seek a fresh start. The new year is a great time to commit to a life changing resolution, such as becoming healthier, finding a new career, paying more heed to your close relationships, and so forth.
03/19/15 quiet a Cough Naturally|An acute cough (lasting less than three weeks) is most commonly associated with the common cold or flu, pneumonia, and whooping cough (pertussis). It can also be due to inhaling an environmental irritant Released 05/12/15 
2/02/04 stop a Cough from Post Nasal Drip|Post nasal drip is one of the most common causes of chronic cough. Post nasal drip refers to the accumulation of mucus in the back of your nose and throat released 03/02/04 
Make Yourself Cough 03/23/06| published 03/07/06 most people want to get rid of a cough instead of deliberately inducing one. But there are certain reasons why you might want to make yourself cough, including clearing phlegm out of your throat during a cold, or if you�re getting ready to speak in public.
Make Cough Syrup 4/29/35| Written 04/16/35 when cold season rolls around this year, you may want to avoid expensive over-the-counter treatments that can cause unpleasant side effects such as drowsiness or hyperactivity.
05/28/47 make Cough Medicine with Lemon Juice|Coughing is the way the body gets rid of mucus and foreign material from the lungs and upper respiratory passages. This can be important to remember when you have a cough, because often you don�t want to totally suppress it Released 04/09/47 
06/19/14 get Rid of Phlegm in Your Throat Without Medicine| released 06/01/14 you've woken up with terrible congestion in your throat, coughing a whole lot of phlegm. If you don't feel like stepping out to buy medication, this wikiHow will show you lots of ways to get rid of phlegm in your throat using items around you home.
Get Rid of a Wheezing Cough 12/2/13|A wheezing cough can be uncomfortable and frustrating. You may experience a wheezing cough as a result of several different conditions, so it is important to see a doctor and find out what is causing your wheezing cough written 10/22/13 
07/28/23 get Rid of a Dry Cough|There are very few things more annoying than a persistent dry cough. Such a cough can inconvenience your life and irritate others in group or social situations posted 09/25/23 
01/10/12 heal Chronic Cough|Coughing helps to clear foreign substances from your lungs and keep your upper air passages clear. A chronic cough is defined as a cough that lasts more than 8 weeks (or 4 weeks for children) and is one of the most common complaints addressed in family medicine Posted 01/28/12 
12/8/21 get Rid of a Cough|Coughs, both wet and dry, can be painful and irritating. Suffering through a cough as a result of a cold, the flu, allergies, or asthma can be torturous and seemingly never-ending Created 12/28/21 
9/09/25 get Rid of Mucus Cough|A cold can give you a stuffy nose, but you might also notice thick mucus when you cough. Coughing is how your body gets rid of excess mucus, but thick mucus can be hard to cough up Released 09/24/25 
7/16/10 get Rid of Dry Cough Home Remedy|Coughing is a way for your body to expel phlegm or mucus, but a dry cough is one that does not produce any phlegm or mucus. This kind of cough can be frustrating, but there are several natural remedies that may help get rid of a dry cough Posted 06/16/10 
Sep of 2045 get Rid of a Tickly Cough|A dry cough is most commonly called a tickly cough. This type of cough is usually associated with relatively minor irritations in the throat. Chronic dry coughs can also be due to smoking, post-nasal drip (irritating the throat and causing a reflex cough), allergies, asthma (especially in children), and chronic bronchitis Posted 10/28/2045 
Get Mental Health Help when You Cannot Afford Therapy 3/2/19| written 01/05/19 many people avoid or delay mental health treatment because it's seen as unaffordable. Whether you're insured or uninsured, there many different resources out there to help you find therapy and mental health support that is affordable.
06/12/29 get Rid of a Chesty Cough| Published 07/26/29 coughs that contain phlegm are called productive coughs, chesty coughs, or wet coughs. Phlegm is generally a sign that there is inflammation or an infection.
Get a Therapy Dog 4/04/06|Therapy dogs are used in a special kind of animal therapy. Therapy dogs are not considered service dogs because they do not live with one in need individual at all times, but instead visit with numerous in need individuals in many different places in order to enrich their lives created 04/18/06 
Find a Psychiatrist 09/14/08|A psychiatrist (sometimes confused with a psychologist) is a medically trained physician with a specialization in psychiatry who diagnoses and treats mental disorders by prescribing medicine and using psychotherapy written 09/03/08 
03/8/00 find a Divorce Support Group|When going though a divorce, you're likely to be overwhelmed with feelings of grief, confusion, and anger, while at the same time you're having to deal with the legal, financial, and familial concerns of divorce Posted 05/01/00 
8/03/44 find a Trusted Adult to Talk to| Written 06/15/44 having trusted adults in your life is important. Trusted adults are people you can turn to when you have a problem, when something bad is happening to you, or when you have embarrassing or difficult questions.
6/22/08 feel Confident With Your Special Talents| created 04/25/08 we're all born with talents that set us apart from the crowd, special traits that make us who we are and shape our life stories. Whether your talent is singing, swimming, coming up with creative business ideas or being an excellent listener, you've got to cultivate and celebrate what makes you unique.
Find a Good Psychologist 44 years ago current date:08/26/41|Seeing a psychologist can be a hugely helpful investment of your time, energy, and funds. Search wisely and find a psychologist who feels like the right fit for you written 02/15/97 
Feel Beautiful when You Don't Look It 3/05/32|Everyone has those days where they feel they don't look beautiful. The idea of what is beautiful is largely distorted by industries, media, and images we come into contact with everyday Released 02/05/32 
5/08/35 find a Mental Health Support Group|Participating in a support group can serve as a positive step towards your mental health recovery. In addition, joining a support group can also be beneficial for friends and family members to understand their loved one�s mental illness posted 05/19/35 
Figure Out Who You Are 8/30/00| Posted 08/13/00 figuring out who you are can be a difficult task. Because we are always growing, changing, and learning new things, you might find that your identity is always changing as well.
Express Emotions Effectively 04/22/42| Published 04/04/42 sometimes our emotions can seem to get the better of us. When this happens, it is possible to give off the wrong impression or do something we regret.
Think Creatively 6/17/40| created 08/08/40 people who make an impact in the world often see things in an entirely different way. Learn how you can think outside the box in everyday situations.
Recover Your Voice After Losing It 9/26/39| written 09/09/39 whether you were talking too much, singing too much, screaming at a concert or amusement park, or dealing with illness, putting too much strain on your voice can cause you to lose it.
5/16/41 make a Simple Remedy for Sore Throat|Everyone gets a sore throat (pharyngitis) from time to time. Often, it can be the first sign of a cold and can be the result of the drainage of mucus from the nose Released 07/07/41 
4/1/48 calm Your Fear Reactions|If you don't make it your business to overcome fear, you'd better believe it'll try to overcome you. Fear in this article is defined as the emotional response to danger, no matter whether it's perceived or real, and the subsequent biological, or physical responses that harm your well-being and reinforce general emotional unhappiness written 02/22/48 
Overcome a Driving Phobia 1/9/15|Some people say they don't like driving or are afraid of getting behind the wheel. If you find that you're extremely afraid of driving to the point that it's causing you distress, you may have a phobia of driving written 01/28/15 
Not Be Obsessive 01/02/08| published 01/24/08 most successful people are passionate about what they do. This passion or preoccupation with something can be exciting and rewarding. But, if you find your thoughts dwelling on a certain person, object or behavior to the point that they interfere with or upset your quality of life, you may have an obsession.
Be Laid Back 11/01/18| Posted 12/01/18 many people wish they could be more laid back. If you're overstressed or overcommitted, you may wonder how other people can glide through life with ease.
Get over Strep Throat Quickly 6/29/12|A sore throat can be painful. However, a sore throat does not automatically mean you have strep throat. In fact, most sore throats are caused by viruses, which go away on their own released 06/10/12 
Know if You Have Asthma 6/14/26| Published 07/14/26 asthma is a treatable disease that works like an allergic reaction: environmental triggers cause inflammation in the airways. This leads to trouble breathing until the inflammation is treated and reduced.
Keep a Breathing Diary for Asthma 05/01/36| created 06/01/36 keeping a breathing diary can help you manage your asthma. Recording your peak flow readings, symptoms and triggers in a breathing diary will help you identify patterns and anticipate asthma attacks.
New Years '02 help Your Teen Learn to Control Their Asthma| released 12/07/2001 if asthma is not dealt with properly, it can develop into a very serious situation for your teen. In order to protect your teen, help them learn how to control their asthma.
08/20/07 help Children Cope with Asthma Attacks|Asthma attacks can be very scary for kids, parents, caretakers ( and even unrelated onlookers ). With the proper plan in place, you can help a child cope with their asthma during an attack, and limit the level of emotional damage to the child in the process posted 08/08/07 
Exercise With Asthma middle of last year current date: 12/10/2035| created 10/18/34 when you have asthma it's still important that you still exercise daily and stay in shape. Regular physical activity is important for chronic disease prevention and maintenance of a healthy weight; however, exercising regularly with asthma can be difficult.
Help Your Asthma Using Home Remedies 11/25/38|Most people with asthma are familiar with the notorious asthma attack where breathing airways become narrow and swollen. Asthma attacks make it hard to breathe and people with asthma also experience wheezing, tightness in the chest, shortness of breath and coughing created 10/04/38 
Limit Long Term Health Effects of Asthma 9/18/10|Asthma is a lifelong condition that cannot be cured. Asthma affects 7.7% of Americans, has a higher incidence in people who live below the poverty line, and it resulted in 439,435 hospitalizations and 3,651 deaths in 2014 Written 09/07/10 
Jun '12 help a Child With Asthma|Asthma occurs commonly in kids and can cause breathing problems like wheezing, coughing, and shortness of breath. At its worst, asthma emergencies can be life-threatening Written 05/13/2012 
Help Someone Having an Asthma Attack 08/29/12| created 09/19/12 having an asthma attack can be frightening. It can also be frightening to see someone you know, or even a stranger, have an asthma attack. The person may be panicking, especially if they do not have their inhaler.
Be Imaginative 12/10/27| released 12/23/27 being imaginative is something that comes naturally to most of us, especially when we were children. Staying imaginative as an adult can take some practice, but it is possible.
Make a Marble Maze Game 8/27/28| published 08/08/28 making a marble maze can be a fun way to spend time with your family and create a fun puzzle for everyone to solve. Marble mazes also engage creative and imaginative skills while building and playing with them.
Exercise an Open Mind 1/03/11| Released 01/16/11 one hour of increased brain activity via innovative thinking or experiencing new stimuli can make you smarter, more energetic, more creative, more sociable, and more open to new experiences and ways of thinking.
8/25/38 be Creative| Written 08/11/38 creativity is a skill that you can work on with time, training, and effort. There are many areas you can focus on to improve your overall creativity.
Create a Tulpa middle of last year current date: 2/3/2036| posted 09/28/35 so, you have heard about tulpae (or tulpas), the independent thought forms that share your brain like an imaginary friend, but have their own thoughts, feelings, and ideas independent from your own.
Apr '14 ease Asthma Symptoms Through Diet|Asthma is a chronic inflammatory lung disease that narrows the breathing airways into your lungs. This makes it difficult to breathe and perform normal activities Created 03/26/2014 
Create Strong Female Characters 02/15/50|Many authors try to create well-rounded, developed, and charismatic characters. Many succeed, but too many fail when those characters are females. Female characters are often surrounded with controversy on feminism and how society expects women to behave Published 03/15/50 
Improve Your Imagination 08/08/50|A vivid imagination is more than dreaming up stories about dinosaurs and pirates. It is the origin of creativity and innovation, expressed in everything from technology and science to arts and literature Written 08/25/50 
8/5/16 create an Imaginary Horse|Have you ever been bored? Are you a horse lover? Let's say you don't own a horse, but you really want to, more than anything! Well, a good way for curbing boredom and making your dreams of owning a horse come true is to create an imaginary horse Released 09/05/16 
Imagine You Are in Another Place 02/11/26| Posted 02/23/26 ever wondered how people stay in a still position for days, with no food or water? Well this is kind of like that, but it's just simply placing your thoughts and entire mind in one dream place, or a place you hope to go to in the near future.
5/03/04 use Creative Visualization to Get Anything You Desire|Creative visualization is a very powerful process that is used by athletes and increasingly by business people. It can help you be your best, and often to attract things and circumstances you desire as well created 05/26/04 
8/12/00 stimulate Imagination|" Published 09/12/00 the word ""imagination"" is a complex one. Sometimes it refers to someone's ability to be creative or think outside the box, such as making a beautiful piece of art."
3/02/18 turn Your Living Area Into a Happy Place|Coming back home from work, you probably don't feel energetic at all. If you find yourself so worn out that you don't want to do anything but have dinner, watch TV, and go to sleep, you can end up feeling that home is a place of stress and lifelessness written 03/26/18 
May '24 increase Creativity|It is difficult�if not impossible�to measure creativity, and everyone is creative in his or her own way. However, there are steps you can take to express your creativity more frequently and more effectively published 04/04/2024 
Use the Imagination You Supposedly Don't Have 02/01/43|So you have convinced yourself that you don't have an imagination? Well, your mind begs to differ. Everyone has an imagination, and here is a guide to help you get started using it Posted 02/28/43 
Memorize Names and Faces 01/29/23| Created 02/14/23 names and faces are a big challenge for many people. In fact, studies show that about 85% of middle-aged and older adults have a hard time remembering the names or faces of new acquaintances.
05/20/20 make Life More Interesting|If we allow it, our lives can become mundane. Combat monotony with spontaneity. Dedicate yourself to leading a life full of purpose and adventure, learning and exploration, meaningful relationships and self care released 06/01/20 
Make Your Brain Grow 3/07/32| written 03/28/32 recent research shows that there are many ways that you can actually increase the size of your brain. For example, a new study on language acquisition indicates that learning a new language can actually help the brain to physically increase in size, which can lead to better overall brain function.
Make a Mind Map Nov 2029|People have been using visual methods of representing, organizing and understanding information since ancient times. In the 1970s, researcher and educator Tony Buzan formally developed the mind map Published 09/11/2029 
Live a Creative Lifestyle 2/04/21| released 01/06/21 everyone in the world is boring. People are so predictable. Only the weird are ever genius. These statements sound extreme? Well in reality, that is the lifestyle of a creative person, all these statements are true.
Maintain Mental Health With Food 4/13/08|Mother Nature has provided for our mental health by filling foods and drinks we love with naturally beneficial ingredients. Follow the steps below to learn what to eat to maintain your mental health with food written 03/01/08 
Use Cryokinesis to Impress Your Friends 1/31/05|Cryokinesis is a psychic power to manipulate ice and the cold. If you are very spiritual and believe in cryokinesis, follow these steps and shock your friends with your new developed powers Posted 03/08/05 
9/7/15 train Your Brain for Free| Created 07/15/15 if you're interested in brain training, the first thing that comes to mind is probably video games like Brain Age or Big Brain Academy, or maybe another online program like Lumosity.
9/04/32 unclutter Your Mind at Night|We all have very busy lives. But even busier is our mind. It runs on and on 24/7. Sleep frees us from the stressful cluttered mess that is life for many of us created 11/02/32 
Train Your Brain 1/04/06|" Created 03/03/06 your brain needs stimulation and training. Many people have not focused on training their brain. Do you want to get your brain in shape? Following the steps below can improve your brain's function, ""exercise"" your brain, and keep your brain from becoming lazy."
Work More Mindfully 05/1/42| Released 05/17/42 being mindful means you are aware of what happens inside of you and around you. It means that you are present with your body, thoughts, and emotions.
Trick Your Brain to Produce Energy Naturally March '01|You have a busy schedule, probably don�t sleep as well as you�d like, and find yourself wanting to nap midday. Rather than rely on chemicals to boost your energy, such as those found in energy drinks and pills, you�d like to boost your energy naturally published 02/17/2001 
11/9/15 widen Your Logic and Knowledge|In the 21 century, there are endless ways to access information that can help widen your knowledge and logic, and it all begins with learning. The more you learn, the more you understand Released 12/15/15 
Use More of Your Brain 2027 August| Written 10/28/2027 the belief that humans only use 10 percent of their brain is a myth. The brain is a living, hard-working organ that governs most of the body�s functions.
06/1/14 think Logically| Written 06/28/14 do you ever wish you had the ability to solve problems efficiently and easily? If so, you may want to improve your thinking patterns in order to be more logical.
Think Clearly 05/06/05|The fast pace of life leads to stress and mental exhaustion. Half of the battle of performing well at work or in school is learning to foster a mindset that allows you to think clearly published 06/06/05 
2/7/26 think Like Sherlock Holmes|Sherlock Holmes is known to be a genius detective, but most people can train their minds to think a little more like Sir Arthur Conan Doyle's famous character simply by emulating the way that Sherlock behaved Published 02/19/26 
07/22/17 sharpen Your Powers of Observation|Observation is a whole brain skill. Using your senses at the fullest capacity that you can, paying close attention to many details, focus, analyzing, reasoning, and memory all take many processes in your brain Published 08/04/17 
